Time [s], Analyzer Name, Decoded Protocol Result,,,,Register,Sub-Register,Read,Write,Comment
2.813809424,I2C,0x07 + ACK,,,,,,,,
2.813837176,I2C,0x00 + ACK,,,,,,,,
2.813864932,I2C,0x49 + ACK,,,,,,,,
2.813892684,I2C,0x04 + ACK,,,,,,,,
2.813920496,I2C,0xF0 + NAK,,,,,,,,
2.814048616,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.814076384,I2C,0x7F + ACK,,,,,,,,
2.814103572,I2C,0x20 + ACK,,,,,,,,
2.814161816,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.81418958,I2C,0x14 + ACK,,,,,,,,
2.814223328,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.81425002,I2C,0x38 + NAK,,,,,,,,
2.81432558,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.81435328,I2C,0x7F + ACK,,,,,,,,
2.814380472,I2C,0x20 + ACK,,,,,,,,
2.814438588,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.814466352,I2C,0x01 + ACK,,,,,,,,
2.814500292,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.814526984,I2C,0x38 + NAK,,,,,,,,
2.814592536,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.814620304,I2C,0x15 + ACK,,,,,,,,
2.81465424,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.814680928,I2C,0x00 + NAK,,,,,,,,
2.8147453,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
2.814789808,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
2.853821068,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.853848836,I2C,0x7F + ACK,,,,,,,,
2.853876024,I2C,0x00 + ACK,,,,,,,,
2.853934204,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.853961968,I2C,0x1A + ACK,,,,,,,,
2.853995908,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.8540226,I2C,0x01 + NAK,,,,,,,,
2.85410322,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.854130984,I2C,0x7F + ACK,,,,,,,,
2.854158172,I2C,0x00 + ACK,,,,,,,,
2.854216352,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.854244116,I2C,0x2D + ACK,,,,,,,,
2.854278056,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.854304684,I2C,0xFF + ACK,,,,,,,,
2.854332436,I2C,0xB0 + ACK,,,,,,,,
2.854360188,I2C,0xFF + ACK,,,,,,,,
2.85438794,I2C,0xA8 + ACK,,,,,,,,
2.854415696,I2C,0x40 + ACK,,,,,,,,
2.854443448,I2C,0x78 + ACK,,,,,,,,
2.8544712,I2C,0x00 + ACK,,,,,,,,
2.854498952,I2C,0x57 + ACK,,,,,,,,
2.854526704,I2C,0xFE + ACK,,,,,,,,
2.854554456,I2C,0xFD + ACK,,,,,,,,
2.854582204,I2C,0xFF + ACK,,,,,,,,
2.85460996,I2C,0xE3 + ACK,,,,,,,,
2.854637716,I2C,0x04 + ACK,,,,,,,,
2.854665528,I2C,0xD0 + NAK,,,,,,,,
2.854793648,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.854821412,I2C,0x7F + ACK,,,,,,,,
2.854848604,I2C,0x20 + ACK,,,,,,,,
2.85490672,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.854934484,I2C,0x14 + ACK,,,,,,,,
2.854968232,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.854994924,I2C,0x38 + NAK,,,,,,,,
2.85507048,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.855098184,I2C,0x7F + ACK,,,,,,,,
2.855125376,I2C,0x20 + ACK,,,,,,,,
2.855183492,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.855211256,I2C,0x01 + ACK,,,,,,,,
2.855245004,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.8552717,I2C,0x38 + NAK,,,,,,,,
2.855337252,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.855365016,I2C,0x15 + ACK,,,,,,,,
2.855398956,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.855425648,I2C,0x00 + NAK,,,,,,,,
2.855490016,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
2.855534524,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
2.8945671,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.894594864,I2C,0x7F + ACK,,,,,,,,
2.894622052,I2C,0x00 + ACK,,,,,,,,
2.894680236,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.894708,I2C,0x1A + ACK,,,,,,,,
2.894741748,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.89476844,I2C,0x01 + NAK,,,,,,,,
2.89484406,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.894871824,I2C,0x7F + ACK,,,,,,,,
2.894899012,I2C,0x00 + ACK,,,,,,,,
2.894957132,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.894984832,I2C,0x2D + ACK,,,,,,,,
2.895018772,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.895045396,I2C,0xFF + ACK,,,,,,,,
2.895073152,I2C,0xB8 + ACK,,,,,,,,
2.895100904,I2C,0xFE + ACK,,,,,,,,
2.895128656,I2C,0x88 + ACK,,,,,,,,
2.895156412,I2C,0x40 + ACK,,,,,,,,
2.89518416,I2C,0xF8 + ACK,,,,,,,,
2.895211912,I2C,0xFE + ACK,,,,,,,,
2.895239668,I2C,0x4C + ACK,,,,,,,,
2.895267424,I2C,0x00 + ACK,,,,,,,,
2.895295172,I2C,0xC5 + ACK,,,,,,,,
2.895322924,I2C,0xFE + ACK,,,,,,,,
2.895350676,I2C,0xFB + ACK,,,,,,,,
2.895378432,I2C,0x04 + ACK,,,,,,,,
2.89540624,I2C,0xB0 + NAK,,,,,,,,
2.8955343,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.895562064,I2C,0x7F + ACK,,,,,,,,
2.895589252,I2C,0x20 + ACK,,,,,,,,
2.895647372,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.895675136,I2C,0x14 + ACK,,,,,,,,
2.895709076,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.895735768,I2C,0x38 + NAK,,,,,,,,
2.89581132,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.895839028,I2C,0x7F + ACK,,,,,,,,
2.895866216,I2C,0x20 + ACK,,,,,,,,
2.895924332,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.895952096,I2C,0x01 + ACK,,,,,,,,
2.895986032,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.896012728,I2C,0x38 + NAK,,,,,,,,
2.896084532,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.896112296,I2C,0x15 + ACK,,,,,,,,
2.896146044,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.89617274,I2C,0x00 + NAK,,,,,,,,
2.896237108,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
2.896281616,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
2.93531788,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.935345644,I2C,0x7F + ACK,,,,,,,,
2.935372836,I2C,0x00 + ACK,,,,,,,,
2.935431012,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.93545878,I2C,0x1A + ACK,,,,,,,,
2.935492528,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.93551922,I2C,0x01 + NAK,,,,,,,,
2.93559484,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.935622604,I2C,0x7F + ACK,,,,,,,,
2.935649792,I2C,0x00 + ACK,,,,,,,,
2.935707912,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.935735612,I2C,0x2D + ACK,,,,,,,,
2.935769548,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.935796176,I2C,0xFF + ACK,,,,,,,,
2.935823932,I2C,0xE0 + ACK,,,,,,,,
2.935851684,I2C,0xFF + ACK,,,,,,,,
2.935879436,I2C,0xF0 + ACK,,,,,,,,
2.935907192,I2C,0x40 + ACK,,,,,,,,
2.93593494,I2C,0xB0 + ACK,,,,,,,,
2.935962692,I2C,0xFE + ACK,,,,,,,,
2.935990444,I2C,0xEE + ACK,,,,,,,,
2.9360182,I2C,0x01 + ACK,,,,,,,,
2.936045952,I2C,0x2D + ACK,,,,,,,,
2.9360737,I2C,0xFF + ACK,,,,,,,,
2.936101456,I2C,0x1A + ACK,,,,,,,,
2.936129208,I2C,0x04 + ACK,,,,,,,,
2.93615702,I2C,0xF0 + NAK,,,,,,,,
2.93628508,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.936312848,I2C,0x7F + ACK,,,,,,,,
2.936340036,I2C,0x20 + ACK,,,,,,,,
2.936398152,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.93642592,I2C,0x14 + ACK,,,,,,,,
2.936459856,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.936486548,I2C,0x38 + NAK,,,,,,,,
2.9365621,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.936589804,I2C,0x7F + ACK,,,,,,,,
2.936616996,I2C,0x20 + ACK,,,,,,,,
2.936675112,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.936702876,I2C,0x01 + ACK,,,,,,,,
2.936736812,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.936763504,I2C,0x38 + NAK,,,,,,,,
2.93682906,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.936856828,I2C,0x15 + ACK,,,,,,,,
2.936890764,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.93691746,I2C,0x00 + NAK,,,,,,,,
2.936981824,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
2.937032644,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
2.976063972,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.976091736,I2C,0x7F + ACK,,,,,,,,
2.976118924,I2C,0x00 + ACK,,,,,,,,
2.976177104,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.976204868,I2C,0x1A + ACK,,,,,,,,
2.976238808,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.9762655,I2C,0x01 + NAK,,,,,,,,
2.976341116,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.976368884,I2C,0x7F + ACK,,,,,,,,
2.976396072,I2C,0x00 + ACK,,,,,,,,
2.976454188,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.976481892,I2C,0x2D + ACK,,,,,,,,
2.976515828,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.976542456,I2C,0xFF + ACK,,,,,,,,
2.976570212,I2C,0x38 + ACK,,,,,,,,
2.976597964,I2C,0xFF + ACK,,,,,,,,
2.97662572,I2C,0x20 + ACK,,,,,,,,
2.976653472,I2C,0x41 + ACK,,,,,,,,
2.976681224,I2C,0x30 + ACK,,,,,,,,
2.976708972,I2C,0xFF + ACK,,,,,,,,
2.976736724,I2C,0x8E + ACK,,,,,,,,
2.976764476,I2C,0xFF + ACK,,,,,,,,
2.976792228,I2C,0xA3 + ACK,,,,,,,,
2.97681998,I2C,0xFF + ACK,,,,,,,,
2.976847736,I2C,0x65 + ACK,,,,,,,,
2.976875488,I2C,0x04 + ACK,,,,,,,,
2.9769033,I2C,0xB0 + NAK,,,,,,,,
2.977037608,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.977065376,I2C,0x7F + ACK,,,,,,,,
2.977092564,I2C,0x20 + ACK,,,,,,,,
2.97715068,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.977178444,I2C,0x14 + ACK,,,,,,,,
2.977212384,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.977239076,I2C,0x38 + NAK,,,,,,,,
2.977314632,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.977342332,I2C,0x7F + ACK,,,,,,,,
2.977369524,I2C,0x20 + ACK,,,,,,,,
2.97742764,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.977455408,I2C,0x01 + ACK,,,,,,,,
2.977489344,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.977516036,I2C,0x38 + NAK,,,,,,,,
2.977581588,I2C,Setup Write to [0x69] + ACK,,,,,,,,
2.977609356,I2C,0x15 + ACK,,,,,,,,
2.977643292,I2C,Setup Read to [0x69] + ACK,,,,,,,,
2.977669988,I2C,0x00 + NAK,,,,,,,,
2.977734352,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
2.977778864,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
3.016807624,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.016835392,I2C,0x7F + ACK,,,,,,,,
3.01686258,I2C,0x00 + ACK,,,,,,,,
3.016927008,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.016954772,I2C,0x1A + ACK,,,,,,,,
3.016988524,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.017015216,I2C,0x01 + NAK,,,,,,,,
3.017090832,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.0171186,I2C,0x7F + ACK,,,,,,,,
3.017145788,I2C,0x00 + ACK,,,,,,,,
3.017203904,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.017231608,I2C,0x2D + ACK,,,,,,,,
3.017265544,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.017292176,I2C,0x00 + ACK,,,,,,,,
3.017319932,I2C,0x28 + ACK,,,,,,,,
3.01734768,I2C,0xFF + ACK,,,,,,,,
3.017375436,I2C,0x20 + ACK,,,,,,,,
3.017403188,I2C,0x40 + ACK,,,,,,,,
3.017430936,I2C,0xC8 + ACK,,,,,,,,
3.017458688,I2C,0xFF + ACK,,,,,,,,
3.01748644,I2C,0xDC + ACK,,,,,,,,
3.017514192,I2C,0xFF + ACK,,,,,,,,
3.017541948,I2C,0x4E + ACK,,,,,,,,
3.017569696,I2C,0x00 + ACK,,,,,,,,
3.017597448,I2C,0x46 + ACK,,,,,,,,
3.017625204,I2C,0x04 + ACK,,,,,,,,
3.017653016,I2C,0xD0 + NAK,,,,,,,,
3.017781136,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.017808904,I2C,0x7F + ACK,,,,,,,,
3.017836092,I2C,0x20 + ACK,,,,,,,,
3.017894208,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.01792354,I2C,0x14 + ACK,,,,,,,,
3.017957412,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.017984104,I2C,0x38 + NAK,,,,,,,,
3.01805966,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.018087364,I2C,0x7F + ACK,,,,,,,,
3.018114552,I2C,0x20 + ACK,,,,,,,,
3.018172668,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.018200436,I2C,0x01 + ACK,,,,,,,,
3.018234372,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.018261064,I2C,0x38 + NAK,,,,,,,,
3.018326616,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.018354384,I2C,0x15 + ACK,,,,,,,,
3.01838832,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.018415016,I2C,0x00 + NAK,,,,,,,,
3.018479384,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
3.018523888,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
3.057555212,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.057582984,I2C,0x7F + ACK,,,,,,,,
3.057610172,I2C,0x00 + ACK,,,,,,,,
3.057668348,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.057696116,I2C,0x1A + ACK,,,,,,,,
3.057730052,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.057756744,I2C,0x01 + NAK,,,,,,,,
3.057832364,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.057862756,I2C,0x7F + ACK,,,,,,,,
3.05788994,I2C,0x00 + ACK,,,,,,,,
3.05794806,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.057975764,I2C,0x2D + ACK,,,,,,,,
3.0580097,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.058036328,I2C,0xFF + ACK,,,,,,,,
3.058064084,I2C,0x28 + ACK,,,,,,,,
3.058091832,I2C,0xFF + ACK,,,,,,,,
3.058119588,I2C,0x78 + ACK,,,,,,,,
3.05814734,I2C,0x40 + ACK,,,,,,,,
3.058175092,I2C,0x00 + ACK,,,,,,,,
3.058202844,I2C,0x01 + ACK,,,,,,,,
3.058230596,I2C,0x08 + ACK,,,,,,,,
3.058258348,I2C,0x00 + ACK,,,,,,,,
3.0582861,I2C,0x15 + ACK,,,,,,,,
3.058313856,I2C,0x00 + ACK,,,,,,,,
3.058341604,I2C,0xBC + ACK,,,,,,,,
3.05836936,I2C,0x04 + ACK,,,,,,,,
3.058397172,I2C,0xB0 + NAK,,,,,,,,
3.058525292,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.058553056,I2C,0x7F + ACK,,,,,,,,
3.058580248,I2C,0x20 + ACK,,,,,,,,
3.058638364,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.058666128,I2C,0x14 + ACK,,,,,,,,
3.058699876,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.058726572,I2C,0x38 + NAK,,,,,,,,
3.058802128,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.058829828,I2C,0x7F + ACK,,,,,,,,
3.05885702,I2C,0x20 + ACK,,,,,,,,
3.058917136,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.0589449,I2C,0x01 + ACK,,,,,,,,
3.05897884,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.059005532,I2C,0x38 + NAK,,,,,,,,
3.059071084,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.059098848,I2C,0x15 + ACK,,,,,,,,
3.059132784,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.05915948,I2C,0x00 + NAK,,,,,,,,
3.059223848,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
3.059268356,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
3.098384624,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.098412392,I2C,0x7F + ACK,,,,,,,,
3.09843958,I2C,0x00 + ACK,,,,,,,,
3.098497764,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.098525524,I2C,0x1A + ACK,,,,,,,,
3.09855946,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.098586156,I2C,0x01 + NAK,,,,,,,,
3.098661772,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.098689536,I2C,0x7F + ACK,,,,,,,,
3.098716728,I2C,0x00 + ACK,,,,,,,,
3.098774844,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.098802544,I2C,0x2D + ACK,,,,,,,,
3.098836296,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.098862924,I2C,0xFF + ACK,,,,,,,,
3.09889068,I2C,0x68 + ACK,,,,,,,,
3.098918428,I2C,0xFF + ACK,,,,,,,,
3.098946184,I2C,0x90 + ACK,,,,,,,,
3.098973936,I2C,0x40 + ACK,,,,,,,,
3.099001692,I2C,0x10 + ACK,,,,,,,,
3.09902944,I2C,0x00 + ACK,,,,,,,,
3.099057196,I2C,0x14 + ACK,,,,,,,,
3.099084948,I2C,0x00 + ACK,,,,,,,,
3.099112696,I2C,0x99 + ACK,,,,,,,,
3.099140452,I2C,0x00 + ACK,,,,,,,,
3.099168204,I2C,0x73 + ACK,,,,,,,,
3.099195956,I2C,0x05 + ACK,,,,,,,,
3.099223768,I2C,0x10 + NAK,,,,,,,,
3.099351892,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.099379656,I2C,0x7F + ACK,,,,,,,,
3.099406844,I2C,0x20 + ACK,,,,,,,,
3.099464964,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.099492724,I2C,0x14 + ACK,,,,,,,,
3.099526476,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.099553172,I2C,0x38 + NAK,,,,,,,,
3.099628724,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.099656428,I2C,0x7F + ACK,,,,,,,,
3.099683616,I2C,0x20 + ACK,,,,,,,,
3.099741732,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.0997695,I2C,0x01 + ACK,,,,,,,,
3.099803436,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.099830128,I2C,0x38 + NAK,,,,,,,,
3.099895684,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.099923448,I2C,0x15 + ACK,,,,,,,,
3.099957196,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.099983892,I2C,0x00 + NAK,,,,,,,,
3.10004826,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
3.100092768,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
3.139124028,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.139151796,I2C,0x7F + ACK,,,,,,,,
3.139178984,I2C,0x00 + ACK,,,,,,,,
3.139237164,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.139264928,I2C,0x1A + ACK,,,,,,,,
3.139298864,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.13932556,I2C,0x01 + NAK,,,,,,,,
3.139401172,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.139428944,I2C,0x7F + ACK,,,,,,,,
3.139456128,I2C,0x00 + ACK,,,,,,,,
3.139514248,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.139541948,I2C,0x2D + ACK,,,,,,,,
3.139575888,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.139602516,I2C,0xFE + ACK,,,,,,,,
3.139630272,I2C,0xF8 + ACK,,,,,,,,
3.139658024,I2C,0xFE + ACK,,,,,,,,
3.139685776,I2C,0xE0 + ACK,,,,,,,,
3.139713528,I2C,0x41 + ACK,,,,,,,,
3.139741284,I2C,0x08 + ACK,,,,,,,,
3.139769032,I2C,0xFF + ACK,,,,,,,,
3.139796784,I2C,0xA4 + ACK,,,,,,,,
3.139824536,I2C,0xFF + ACK,,,,,,,,
3.139852288,I2C,0xA1 + ACK,,,,,,,,
3.13988004,I2C,0xFF + ACK,,,,,,,,
3.139907792,I2C,0xAD + ACK,,,,,,,,
3.139935548,I2C,0x05 + ACK,,,,,,,,
3.13996336,I2C,0x10 + NAK,,,,,,,,
3.140091416,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.140119184,I2C,0x7F + ACK,,,,,,,,
3.140146372,I2C,0x20 + ACK,,,,,,,,
3.140204488,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.140232256,I2C,0x14 + ACK,,,,,,,,
3.140266192,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.140292884,I2C,0x38 + NAK,,,,,,,,
3.14036844,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.140396144,I2C,0x7F + ACK,,,,,,,,
3.140423332,I2C,0x20 + ACK,,,,,,,,
3.140481452,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.140509212,I2C,0x01 + ACK,,,,,,,,
3.140543152,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.140569844,I2C,0x38 + NAK,,,,,,,,
3.1406354,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.140663164,I2C,0x15 + ACK,,,,,,,,
3.1406971,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.140723796,I2C,0x00 + NAK,,,,,,,,
3.14078816,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
3.140832732,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
3.179864056,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.179891824,I2C,0x7F + ACK,,,,,,,,
3.179919012,I2C,0x00 + ACK,,,,,,,,
3.179977192,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.180004956,I2C,0x1A + ACK,,,,,,,,
3.180038892,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.180065588,I2C,0x01 + NAK,,,,,,,,
3.180141204,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.180168968,I2C,0x7F + ACK,,,,,,,,
3.18019616,I2C,0x00 + ACK,,,,,,,,
3.180254276,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.180281976,I2C,0x2D + ACK,,,,,,,,
3.180315912,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.180342544,I2C,0x00 + ACK,,,,,,,,
3.1803703,I2C,0x50 + ACK,,,,,,,,
3.180398052,I2C,0xFF + ACK,,,,,,,,
3.180425804,I2C,0x78 + ACK,,,,,,,,
3.180453556,I2C,0x41 + ACK,,,,,,,,
3.180481308,I2C,0x58 + ACK,,,,,,,,
3.18050906,I2C,0xFF + ACK,,,,,,,,
3.180536812,I2C,0x49 + ACK,,,,,,,,
3.180564564,I2C,0x00 + ACK,,,,,,,,
3.180592316,I2C,0x52 + ACK,,,,,,,,
3.180620068,I2C,0xFF + ACK,,,,,,,,
3.18064782,I2C,0x8C + ACK,,,,,,,,
3.180675576,I2C,0x04 + ACK,,,,,,,,
3.180703384,I2C,0x80 + NAK,,,,,,,,
3.180837696,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.180865464,I2C,0x7F + ACK,,,,,,,,
3.180892652,I2C,0x20 + ACK,,,,,,,,
3.180950768,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.180978532,I2C,0x14 + ACK,,,,,,,,
3.181012468,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.181039164,I2C,0x38 + NAK,,,,,,,,
3.18111472,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.18114242,I2C,0x7F + ACK,,,,,,,,
3.181169612,I2C,0x20 + ACK,,,,,,,,
3.181227728,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.181255492,I2C,0x01 + ACK,,,,,,,,
3.181289432,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.181316124,I2C,0x38 + NAK,,,,,,,,
3.181381676,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.181409444,I2C,0x15 + ACK,,,,,,,,
3.18144338,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.181470072,I2C,0x00 + NAK,,,,,,,,
3.18153444,I2C,Setup Write to [0x0C] + NAK,,,,,,,,
3.181578948,I2C,Setup Read to [0x0C] + NAK,,,,,,,,
3.22061146,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.220639164,I2C,0x7F + ACK,,,,,,,,
3.220666356,I2C,0x00 + ACK,,,,,,,,
3.220724532,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.220752296,I2C,0x1A + ACK,,,,,,,,
3.220786048,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.22081274,I2C,0x01 + NAK,,,,,,,,
3.22088836,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.220916124,I2C,0x7F + ACK,,,,,,,,
3.220943312,I2C,0x00 + ACK,,,,,,,,
3.221001432,I2C,Setup Write to [0x69] + ACK,,,,,,,,
3.221029132,I2C,0x2D + ACK,,,,,,,,
3.221063068,I2C,Setup Read to [0x69] + ACK,,,,,,,,
3.2210897,I2C,0xFF + ACK,,,,,,,,
3.221117456,I2C,0x58 + ACK,,,,,,,,
3.221145208,I2C,0x00 + ACK,,,,,,,,
3.221172956,I2C,0xA8 + ACK,,,,,,,,
3.221200712,I2C,0x40 + ACK,,,,,,,,
3.221228464,I2C,0x18 + ACK,,,,,,,,
3.221256212,I2C,0xFE + ACK,,,,,,,,
3.221283968,I2C,0x56 + ACK,,,,,,,,
3.22131172,I2C,0x00 + ACK,,,,,,,,
3.221339468,I2C,0xD1 + ACK,,,,,,,,
3.22136722,I2C,0xFD + ACK,,,,,,,,
3.221394972,I2C,0xDF + ACK,,,,,,,,
